refset;algorithm;variation;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;KNN7;normal;25;;15,0;19,0;16,0;53,64372469635627;0,7288888888888889;16,0;19,0;19,0;19,0;1,1578947368421053;1,0
DeRycke;KNN7;normal;50;;22,0;28,0;23,0;60,85164835164836;0,6918290043290043;19,0;28,0;28,0;28,0;1,3214285714285714;1,0
DeRycke;KNN7;normal;100;;29,0;36,0;29,0;50,04409171075839;0,5320271682340648;22,0;36,0;36,0;36,0;1,3888888888888888;1,0
DeRycke;KNN7;normal;500;0,5078973043666593;76,0;116,0;72,0;63,15136350743546;0,49810223943753884;25,0;108,0;116,0;116,0;2,163793103448276;2,0
DeRycke;KNN7;normal;1000;0,5837117410018348;95,0;157,0;98,0;61,0297795711475;0,5570230214847849;40,0;156,0;157,0;157,0;1,9936305732484076;2,0
DeRycke;KNN7;normal;2000;0,5945752367926815;106,0;175,0;109,0;56,535835036225166;0,5544423505214002;41,0;173,0;175,0;175,0;2,137142857142857;2,0
DeRycke;KNN7;normal;depict;;42,0;46,0;44,0;70,6159420289855;0,7562226440963984;35,0;46,0;46,0;46,0;1,2608695652173914;1,0
DeRycke;KNN7;autoencode;25;;15,0;19,0;16,0;58,70445344129555;0,7022222222222222;15,0;19,0;19,0;19,0;1,2105263157894737;1,0
DeRycke;KNN7;autoencode;50;;22,0;28,0;23,0;59,5467032967033;0,6818181818181818;19,0;28,0;28,0;28,0;1,3214285714285714;1,0
DeRycke;KNN7;autoencode;100;;29,0;36,0;29,0;58,92857142857143;0,623092998955068;21,0;36,0;36,0;36,0;1,4166666666666667;1,0
DeRycke;KNN7;autoencode;500;0,6167384499379026;76,0;116,0;72,0;63,597086591839215;0,592991306036997;41,0;111,0;116,0;116,0;1,9827586206896552;2,0
DeRycke;KNN7;autoencode;1000;0,6289031528181377;95,0;157,0;98,0;61,342581785440366;0,536863801096088;36,0;149,0;157,0;157,0;2,178343949044586;2,0
DeRycke;KNN7;autoencode;2000;0,5788040483901862;106,0;175,0;109,0;57,20884265279583;0,5337124425795321;23,0;172,0;175,0;175,0;2,3714285714285714;2,0
DeRycke;KNN7;autoencode;depict;;42,0;46,0;44,0;80,43478260869566;0,7374690186151981;35,0;46,0;46,0;46,0;1,2826086956521738;1,0
DeRycke;KNN7;combi;25;;15,0;19,0;16,0;57,48987854251012;0,7666666666666667;14,0;19,0;19,0;19,0;1,3157894736842106;1,0
DeRycke;KNN7;combi;50;;22,0;28,0;23,0;63,118131868131876;0,7443181818181818;18,0;27,0;28,0;28,0;1,5;1,0
DeRycke;KNN7;combi;100;;29,0;36,0;29,0;59,700176366843024;0,6711076280041797;18,0;35,0;36,0;36,0;1,6666666666666667;1,5
DeRycke;KNN7;combi;500;0,5881607195949557;76,0;116,0;72,0;64,5336115725921;0,5705668576459523;44,0;114,0;116,0;116,0;1,9482758620689655;2,0
DeRycke;KNN7;combi;1000;0,5625394865238036;95,0;157,0;98,0;54,857938439990676;0,5609487193989771;35,0;151,0;157,0;157,0;2,286624203821656;2,0
DeRycke;KNN7;combi;2000;0,5097491801625826;106,0;175,0;109,0;57,91313394018206;0,5119572646331658;29,0;170,0;175,0;175,0;2,2685714285714287;2,0
DeRycke;KNN7;combi;depict;;42,0;46,0;44,0;76,25603864734299;0,6961220534725518;29,0;46,0;46,0;46,0;1,4130434782608696;1,0
DeRycke;KNN9;graphlet;25;;15,0;19,0;16,0;58,70445344129555;0,7244444444444444;16,0;19,0;19,0;19,0;1,1578947368421053;1,0
DeRycke;KNN9;graphlet;50;;22,0;28,0;23,0;68,26923076923077;0,7594696969696971;21,0;28,0;28,0;28,0;1,25;1,0
DeRycke;KNN9;graphlet;100;;29,0;36,0;29,0;64,92504409171076;0,70423197492163;22,0;35,0;36,0;36,0;1,6111111111111112;1,0
DeRycke;KNN9;graphlet;500;0,6194268495560922;76,0;116,0;72,0;57,42939341140241;0,5620925254741871;35,0;101,0;116,0;116,0;2,2327586206896552;2,0
DeRycke;KNN9;graphlet;1000;0,5475394355141389;95,0;157,0;98,0;54,895287958115176;0,5300175273591983;28,0;138,0;157,0;157,0;2,356687898089172;2,0
DeRycke;KNN9;graphlet;2000;0,47193038455951297;106,0;175,0;109,0;53,494482630503434;0,4944826913436351;26,0;175,0;175,0;175,0;2,28;2,0
DeRycke;KNN9;graphlet;depict;;42,0;46,0;44,0;76,32850241545894;0,7359265411590993;31,0;45,0;46,0;46,0;1,434782608695652;1,0
DeRycke;KNN9;normal;25;;15,0;19,0;16,0;52,42914979757085;0,73;17,0;19,0;19,0;19,0;1,105263157894737;1,0
DeRycke;KNN9;normal;50;;22,0;28,0;23,0;48,90109890109889;0,7067099567099567;22,0;28,0;28,0;28,0;1,2142857142857142;1,0
DeRycke;KNN9;normal;100;;29,0;36,0;29,0;57,76014109347444;0,5956112852664577;26,0;36,0;36,0;36,0;1,2777777777777777;1,0
DeRycke;KNN9;normal;500;0,5537163673945354;76,0;116,0;72,0;63,467421694558126;0,5115314757976204;29,0;107,0;116,0;116,0;2,1982758620689653;2,0
DeRycke;KNN9;normal;1000;0,5889428018658559;95,0;157,0;98,0;61,83229399406409;0,5647694232519253;39,0;153,0;157,0;157,0;2,0573248407643314;2,0
DeRycke;KNN9;normal;2000;0,5774999232619225;106,0;175,0;109,0;57,26316180568457;0,545695519972293;36,0;168,0;175,0;175,0;2,2285714285714286;2,0
DeRycke;KNN9;normal;depict;;42,0;46,0;44,0;59,63768115942029;0,779560855349892;34,0;46,0;46,0;46,0;1,3043478260869565;1,0
DeRycke;KNN9;autoencode;25;;15,0;19,0;16,0;39,27125506072874;0,601111111111111;12,0;19,0;19,0;19,0;1,368421052631579;1,0
DeRycke;KNN9;autoencode;50;;22,0;28,0;23,0;50,274725274725284;0,621482683982684;18,0;28,0;28,0;28,0;1,4285714285714286;1,0
DeRycke;KNN9;autoencode;100;;29,0;36,0;29,0;51,21252204585538;0,5098746081504703;17,0;36,0;36,0;36,0;1,6666666666666667;2,0
DeRycke;KNN9;autoencode;500;0,6328427344347415;76,0;116,0;72,0;62,77097937517727;0,6128005376264113;38,0;112,0;116,0;116,0;2,0517241379310347;2,0
DeRycke;KNN9;autoencode;1000;0,6165312934589144;95,0;157,0;98,0;59,92079901290559;0,5514788945903747;28,0;142,0;157,0;157,0;2,3248407643312103;2,0
DeRycke;KNN9;autoencode;2000;0,5718179654902602;106,0;175,0;109,0;56,039977707598;0,5262011075687693;28,0;154,0;175,0;175,0;2,4971428571428573;3,0
DeRycke;KNN9;autoencode;depict;;42,0;46,0;44,0;79,08212560386474;0,7561600221483942;31,0;45,0;46,0;46,0;1,391304347826087;1,0
DeRycke;KNN9;combi;25;;15,0;19,0;16,0;63,36032388663968;0,7833333333333333;15,0;19,0;19,0;19,0;1,263157894736842;1,0
DeRycke;KNN9;combi;50;;22,0;28,0;23,0;68,33791208791209;0,8024891774891775;21,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;KNN9;combi;100;;29,0;36,0;29,0;63,0952380952381;0,6915360501567398;21,0;36,0;36,0;36,0;1,5833333333333333;1,0
DeRycke;KNN9;combi;500;0,5945033016675336;76,0;116,0;72,0;61,53359131245188;0,5884278754956386;42,0;107,0;116,0;116,0;2,043103448275862;2,0
DeRycke;KNN9;combi;1000;0,544614080434191;95,0;157,0;98,0;56,16100310134391;0,5421373616171357;33,0;136,0;157,0;157,0;2,375796178343949;2,0
DeRycke;KNN9;combi;2000;0,532829875002399;106,0;175,0;109,0;58,6487088983838;0,5350633189776035;32,0;172,0;175,0;175,0;2,2742857142857145;2,0
DeRycke;KNN9;combi;depict;;42,0;46,0;44,0;78,62318840579711;0,7101394821494489;29,0;46,0;46,0;46,0;1,5;1,0
DeRycke;RF;graphlet;25;;15,0;19,0;16,0;70,64777327935224;0,8177777777777778;11,0;18,0;19,0;19,0;1,5789473684210527;1,0
DeRycke;RF;graphlet;50;;22,0;28,0;23,0;63,736263736263744;0,6812770562770563;14,0;25,0;27,0;28,0;1,9285714285714286;1,5
DeRycke;RF;graphlet;100;;29,0;36,0;29,0;62,45590828924163;0,5921630094043887;15,0;28,0;34,0;36,0;2,5277777777777777;2,0
DeRycke;RF;graphlet;500;0,5182219242179394;76,0;116,0;72,0;60,50944122533328;0,47820198963831706;11,0;49,0;60,0;80,0;8,551724137931034;5,0
DeRycke;RF;graphlet;1000;0,5391705826768944;95,0;157,0;98,0;59,657018041151176;0,5153722102947215;11,0;43,0;57,0;90,0;15,821656050955413;9,0
DeRycke;RF;graphlet;2000;0,5488221182284942;106,0;175,0;109,0;57,93676388630875;0,5379369895938658;8,0;19,0;33,0;65,0;25,13142857142857;15,0
DeRycke;RF;graphlet;depict;;42,0;46,0;44,0;83,71980676328504;0,7620365975847703;29,0;42,0;45,0;45,0;1,7608695652173914;1,0
DeRycke;RF;normal;25;;15,0;19,0;16,0;65,78947368421053;0,7511111111111112;10,0;18,0;19,0;19,0;1,631578947368421;1,0
DeRycke;RF;normal;50;;22,0;28,0;23,0;65,10989010989012;0,7207792207792209;14,0;26,0;28,0;28,0;1,8214285714285714;1,5
DeRycke;RF;normal;100;;29,0;36,0;29,0;58,3774250440917;0,4881922675026123;12,0;27,0;34,0;36,0;2,4722222222222223;2,0
DeRycke;RF;normal;500;0,5202223927224757;76,0;116,0;72,0;61,131934032983516;0,4719590428953251;10,0;46,0;64,0;84,0;8,370689655172415;5,0
DeRycke;RF;normal;1000;0,5480262008817292;95,0;157,0;98,0;59,843765631773785;0,4961877067585767;12,0;32,0;60,0;91,0;15,560509554140127;8,0
DeRycke;RF;normal;2000;0,5526523915221574;106,0;175,0;109,0;58,31083039197473;0,5460272694904234;8,0;20,0;35,0;68,0;24,754285714285714;14,0
DeRycke;RF;normal;depict;;42,0;46,0;44,0;84,6376811594203;0,7715880926013818;30,0;42,0;45,0;45,0;2,0434782608695654;1,0
DeRycke;RF;autoencode;25;;15,0;19,0;16,0;66,80161943319838;0,7311111111111112;10,0;19,0;19,0;19,0;1,5789473684210527;1,0
DeRycke;RF;autoencode;50;;22,0;28,0;23,0;71,01648351648352;0,7397186147186148;16,0;25,0;28,0;28,0;1,75;1,0
DeRycke;RF;autoencode;100;;29,0;36,0;29,0;66,0493827160494;0,5772204806687566;14,0;32,0;34,0;36,0;2,138888888888889;2,0
DeRycke;RF;autoencode;500;0,5474646907852369;76,0;116,0;72,0;62,167227197212206;0,5272479221449873;15,0;49,0;60,0;85,0;8,189655172413794;5,0
DeRycke;RF;autoencode;1000;0,566338792529571;95,0;157,0;98,0;61,10097709007236;0,5508757455108492;14,0;37,0;55,0;96,0;14,585987261146498;9,0
DeRycke;RF;autoencode;2000;0,5645528068086214;106,0;175,0;109,0;60,91562325840609;0,5365603049894526;15,0;27,0;39,0;71,0;22,6;14,0
DeRycke;RF;autoencode;depict;;42,0;46,0;44,0;86,05072463768117;0,7696698834572588;31,0;43,0;45,0;45,0;2,0869565217391304;1,0
DeRycke;RF;combi;25;;15,0;19,0;16,0;72,06477732793522;0,8111111111111112;11,0;18,0;18,0;19,0;1,631578947368421;1,0
DeRycke;RF;combi;50;;22,0;28,0;23,0;72,8021978021978;0,7748917748917749;16,0;26,0;28,0;28,0;1,7142857142857142;1,0
DeRycke;RF;combi;100;;29,0;36,0;29,0;68,3641975308642;0,6483803552769071;17,0;30,0;35,0;36,0;2,111111111111111;2,0
DeRycke;RF;combi;500;0,5325145638434202;76,0;116,0;72,0;62,32272377324851;0,5417617432862573;15,0;49,0;62,0;85,0;8,086206896551724;5,0
DeRycke;RF;combi;1000;0,5476396882507657;95,0;157,0;98,0;60,146230033014305;0,5059397892581726;9,0;30,0;56,0;91,0;14,955414012738853;9,0
DeRycke;RF;combi;2000;0,5754201565937432;106,0;175,0;109,0;58,606427642578495;0,5123822080648774;10,0;21,0;35,0;72,0;24,777142857142856;15,0
DeRycke;RF;combi;depict;;42,0;46,0;44,0;86,42512077294685;0,7942638295628328;31,0;44,0;45,0;45,0;1,9565217391304348;1,0
farashi;LR;graphlet;25;;30,0;31,0;23,0;73,82697947214076;0,8055555555555556;23,0;31,0;31,0;31,0;1,3225806451612903;1,0
farashi;LR;graphlet;50;;45,0;46,0;37,0;63,65369946605644;0,6314814814814815;25,0;43,0;45,0;46,0;1,7173913043478262;1,0
farashi;LR;graphlet;100;0,4645368248309425;54,0;55,0;46,0;58,6627140974967;0,5169753086419754;20,0;48,0;53,0;54,0;2,4545454545454546;2,0
farashi;LR;graphlet;500;0,4860126273958538;135,0;144,0;116,0;63,048994850465434;0,4421205423275474;11,0;45,0;72,0;113,0;7,590277777777778;5,5
farashi;LR;graphlet;1000;0,43584943655385044;173,0;185,0;148,0;62,37993935668354;0,4541877234811717;17,0;38,0;49,0;99,0;13,713513513513513;10,0
farashi;LR;graphlet;2000;0,4387512905999697;194,0;208,0;167,0;62,683122961065884;0,4834062688938755;12,0;36,0;43,0;78,0;21,4375;15,0
farashi;LR;graphlet;depict;;87,0;87,0;83,0;79,35675019633041;0,7371214724863482;58,0;77,0;85,0;86,0;1,8850574712643677;1,0
farashi;LR;normal;25;;30,0;31,0;23,0;73,82697947214076;0,8166666666666667;23,0;31,0;31,0;31,0;1,3225806451612903;1,0
farashi;LR;normal;50;;45,0;46,0;37,0;66,97177726926012;0,6731481481481482;26,0;45,0;46,0;46,0;1,565217391304348;1,0
farashi;LR;normal;100;0,4342521857227739;54,0;55,0;46,0;56,79841897233202;0,4739197530864197;17,0;49,0;53,0;54,0;2,4727272727272727;2,0
farashi;LR;normal;500;0,4883824872107698;135,0;144,0;116,0;64,01803987588302;0,46278645774774263;13,0;43,0;75,0;121,0;7,381944444444445;5,0
farashi;LR;normal;1000;0,45003908807178716;173,0;185,0;148,0;63,276465834605375;0,46698684022011056;18,0;38,0;54,0;103,0;13,427027027027027;9,0
farashi;LR;normal;2000;0,4477803247872685;194,0;208,0;167,0;62,85929067959389;0,48627088514245054;15,0;35,0;45,0;75,0;21,1875;15,0
farashi;LR;normal;depict;;87,0;87,0;83,0;81,42357392732205;0,7685365512149794;60,0;80,0;85,0;86,0;1,7011494252873562;1,0
farashi;LR;autoencode;25;;30,0;31,0;23,0;81,5982404692082;0,85;25,0;31,0;31,0;31,0;1,2258064516129032;1,0
farashi;LR;autoencode;50;;45,0;46,0;37,0;66,09458428680396;0,6638888888888889;26,0;43,0;46,0;46,0;1,6304347826086956;1,0
farashi;LR;autoencode;100;0,4774651274651274;54,0;55,0;46,0;58,675889328063235;0,49074074074074076;19,0;47,0;53,0;55,0;2,3454545454545452;2,0
farashi;LR;autoencode;500;0,526473465519372;135,0;144,0;116,0;66,44281870997557;0,501128167473722;20,0;51,0;82,0;120,0;7,083333333333333;5,0
farashi;LR;autoencode;1000;0,5050655153643776;173,0;185,0;148,0;66,5408444478212;0,5131434557693341;19,0;46,0;73,0;114,0;12,427027027027027;7,0
farashi;LR;autoencode;2000;0,46302394578714856;194,0;208,0;167,0;63,54249240322367;0,495711733421281;9,0;35,0;55,0;84,0;20,903846153846153;15,0
farashi;LR;autoencode;depict;;87,0;87,0;83,0;79,38530734632683;0,7359286626528005;56,0;77,0;86,0;87,0;1,7011494252873562;1,0
farashi;LR;combi;25;;30,0;31,0;23,0;75,1466275659824;0,7833333333333333;23,0;31,0;31,0;31,0;1,2903225806451613;1,0
farashi;LR;combi;50;;45,0;46,0;37,0;65,57971014492753;0,6601851851851852;27,0;44,0;46,0;46,0;1,6304347826086956;1,0
farashi;LR;combi;100;0,4884651840534193;54,0;55,0;46,0;60,006587615283266;0,51929012345679;21,0;49,0;53,0;55,0;2,3636363636363638;2,0
farashi;LR;combi;500;0,5118881231002429;135,0;144,0;116,0;65,8100613982967;0,4883417275657723;19,0;52,0;88,0;117,0;7,361111111111111;5,0
farashi;LR;combi;1000;0,48896298157762014;173,0;185,0;148,0;64,96356566124008;0,4915845885185292;17,0;44,0;65,0;106,0;12,891891891891891;9,0
farashi;LR;combi;2000;0,4711202691894835;194,0;208,0;167,0;63,86268763275302;0,4947281569151817;12,0;33,0;56,0;87,0;20,908653846153847;15,0
farashi;LR;combi;depict;;87,0;87,0;83,0;79,38530734632683;0,7303867907316183;56,0;79,0;85,0;87,0;1,7126436781609196;1,0
farashi;SVM;graphlet;25;;30,0;31,0;23,0;73,02052785923753;0,8;23,0;30,0;30,0;31,0;1,4193548387096775;1,0
farashi;SVM;graphlet;50;;45,0;46,0;37,0;66,49504195270785;0,6796296296296296;28,0;42,0;45,0;46,0;1,7391304347826086;1,0
farashi;SVM;graphlet;100;0,4090109781286252;54,0;55,0;46,0;63,023715415019765;0,5842592592592593;21,0;45,0;53,0;55,0;2,309090909090909;2,0
farashi;SVM;graphlet;500;0,49098782689523707;135,0;144,0;116,0;65,03845646002509;0,48703164979194435;15,0;50,0;78,0;114,0;7,173611111111111;5,0
farashi;SVM;graphlet;1000;0,4863039133138371;173,0;185,0;148,0;63,40762945414109;0,48604387798134535;14,0;36,0;58,0;104,0;13,345945945945946;9,0
farashi;SVM;graphlet;2000;0,5014215443725026;194,0;208,0;167,0;62,879616502535654;0,4956318082013597;9,0;25,0;43,0;84,0;21,221153846153847;14,5
farashi;SVM;graphlet;depict;;87,0;87,0;83,0;82,83715285214535;0,8038785147846896;62,0;82,0;84,0;86,0;1,735632183908046;1,0
farashi;SVM;normal;25;;30,0;31,0;23,0;76,39296187683284;0,8333333333333334;24,0;30,0;31,0;31,0;1,3548387096774193;1,0
farashi;SVM;normal;50;;45,0;46,0;37,0;70,93821510297484;0,7324074074074073;30,0;43,0;46,0;46,0;1,5869565217391304;1,0
farashi;SVM;normal;100;0,38540163540163536;54,0;55,0;46,0;56,97628458498023;0,4708333333333333;15,0;50,0;54,0;55,0;2,4;2,0
farashi;SVM;normal;500;0,4990826680143892;135,0;144,0;116,0;65,35596982900904;0,4985622711168705;17,0;42,0;80,0;117,0;7,090277777777778;5,0
farashi;SVM;normal;1000;0,47231843597518897;173,0;185,0;148,0;63,99955795304631;0,4824425453200665;16,0;40,0;53,0;104,0;13,237837837837837;8,0
farashi;SVM;normal;2000;0,46647295852250387;194,0;208,0;167,0;62,62297122879762;0,49732296186187824;16,0;36,0;43,0;84,0;21,451923076923077;16,0
farashi;SVM;normal;depict;;87,0;87,0;83,0;83,09416720211323;0,812122639307884;61,0;80,0;85,0;87,0;1,6206896551724137;1,0
farashi;SVM;autoencode;25;;30,0;31,0;23,0;75,29325513196481;0,8166666666666667;24,0;30,0;31,0;31,0;1,3548387096774193;1,0
farashi;SVM;autoencode;50;;45,0;46,0;37,0;65,90389016018308;0,6583333333333332;26,0;43,0;46,0;46,0;1,6521739130434783;1,0
farashi;SVM;autoencode;100;0,36399923605805956;54,0;55,0;46,0;61,80500658761529;0,5447530864197532;21,0;48,0;54,0;55,0;2,290909090909091;2,0
farashi;SVM;autoencode;500;0,5326959471181025;135,0;144,0;116,0;69,50613157721001;0,5759724108302675;24,0;54,0;89,0;121,0;6,3125;4,0
farashi;SVM;autoencode;1000;0,5163667382657694;173,0;185,0;148,0;69,62377660052078;0,5706754254615325;29,0;47,0;73,0;121,0;11,091891891891892;7,0
farashi;SVM;autoencode;2000;0,50744319047079;194,0;208,0;167,0;68,10058995701088;0,5631851858442942;16,0;42,0;53,0;96,0;18,341346153846153;11,5
farashi;SVM;autoencode;depict;;87,0;87,0;83,0;81,34861140858142;0,7701913163019819;60,0;78,0;83,0;86,0;1,8045977011494252;1,0
farashi;SVM;combi;25;;30,0;31,0;23,0;63,34310850439883;0,711111111111111;20,0;30,0;30,0;31,0;1,5161290322580645;1,0
farashi;SVM;combi;50;;45,0;46,0;37,0;65,56064073226545;0,6712962962962963;26,0;42,0;46,0;46,0;1,673913043478261;1,0
farashi;SVM;combi;100;0,36060535325241205;54,0;55,0;46,0;57,173913043478265;0,4800925925925926;16,0;47,0;51,0;55,0;2,581818181818182;2,0
farashi;SVM;combi;500;0,5184627568220509;135,0;144,0;116,0;66,97221396976299;0,5243012530054055;19,0;46,0;91,0;118,0;6,819444444444445;5,0
farashi;SVM;combi;1000;0,509274037124117;173,0;185,0;148,0;67,67676697909258;0,5410341519752251;14,0;43,0;69,0;116,0;11,95135135135135;7,0
farashi;SVM;combi;2000;0,5432400168493932;194,0;208,0;167,0;66,7066513714849;0,5524788048536685;13,0;29,0;50,0;91,0;18,692307692307693;13,0
farashi;SVM;combi;depict;;87,0;87,0;83,0;81,8305133147712;0,7870158221000241;62,0;80,0;83,0;86,0;1,793103448275862;1,0
farashi;DT;graphlet;25;;30,0;31,0;23,0;53,00586510263929;0,6916666666666665;23,0;31,0;31,0;31,0;1,2580645161290323;1,0
farashi;DT;graphlet;50;;45,0;46,0;37,0;49,904652936689544;0,5648148148148149;33,0;46,0;46,0;46,0;1,2826086956521738;1,0
farashi;DT;graphlet;100;0,5935687406275642;54,0;55,0;46,0;57,37154150197629;0,5780092592592592;38,0;55,0;55,0;55,0;1,309090909090909;1,0
farashi;DT;graphlet;500;0,47313982277215705;135,0;144,0;116,0;64,62789661319073;0,5481875796149078;82,0;144,0;144,0;144,0;1,4305555555555556;1,0
farashi;DT;graphlet;1000;0,44994188816204145;173,0;185,0;148,0;56,55224097084562;0,49863024342416884;58,0;185,0;185,0;185,0;1,6864864864864866;2,0
farashi;DT;graphlet;2000;0,4438618360528102;194,0;208,0;167,0;55,40930490766994;0,517808912734835;51,0;208,0;208,0;208,0;1,7548076923076923;2,0
farashi;DT;graphlet;depict;;87,0;87,0;83,0;63,13271935460841;0,7157829584653963;65,0;87,0;87,0;87,0;1,2528735632183907;1,0
farashi;DT;normal;25;;30,0;31,0;23,0;56,231671554252195;0,7388888888888889;25,0;31,0;31,0;31,0;1,1935483870967742;1,0
farashi;DT;normal;50;;45,0;46,0;37,0;49,48512585812357;0,5601851851851852;31,0;46,0;46,0;46,0;1,326086956521739;1,0
farashi;DT;normal;100;0,4952819511643041;54,0;55,0;46,0;53,91963109354414;0,552932098765432;35,0;55,0;55,0;55,0;1,3636363636363635;1,0
farashi;DT;normal;500;0,45321453762298675;135,0;144,0;116,0;59,33600713012477;0,5185924597963897;60,0;144,0;144,0;144,0;1,5833333333333333;2,0
farashi;DT;normal;1000;0,49341518915863897;173,0;185,0;148,0;58,92078380450474;0,522501291209855;67,0;185,0;185,0;185,0;1,6378378378378378;2,0
farashi;DT;normal;2000;0,47516606955544605;194,0;208,0;167,0;57,45754443733041;0,5241936321375703;64,0;208,0;208,0;208,0;1,6923076923076923;2,0
farashi;DT;normal;depict;;87,0;87,0;83,0;59,40601128007425;0,7069729254973843;65,0;87,0;87,0;87,0;1,2528735632183907;1,0
farashi;DT;autoencode;25;;30,0;31,0;23,0;60,117302052785924;0,7694444444444444;26,0;31,0;31,0;31,0;1,1612903225806452;1,0
farashi;DT;autoencode;50;;45,0;46,0;37,0;63,653699466056445;0,712962962962963;40,0;46,0;46,0;46,0;1,1304347826086956;1,0
farashi;DT;autoencode;100;0,43657867187278954;54,0;55,0;46,0;52,65480895915678;0,5425154320987654;36,0;55,0;55,0;55,0;1,3454545454545455;1,0
farashi;DT;autoencode;500;0,40954481466944626;135,0;144,0;116,0;55,22690136660725;0,4833702914149535;45,0;144,0;144,0;144,0;1,6875;2,0
farashi;DT;autoencode;1000;0,47267731333681146;173,0;185,0;148,0;56,097277957743074;0,500597676259504;54,0;185,0;185,0;185,0;1,7081081081081082;2,0
farashi;DT;autoencode;2000;0,43298240642889385;194,0;208,0;167,0;55,73778926186773;0,5039840349825994;58,0;208,0;208,0;208,0;1,7211538461538463;2,0
farashi;DT;autoencode;depict;;87,0;87,0;83,0;61,53351895480831;0,7265930296202951;66,0;87,0;87,0;87,0;1,2413793103448276;1,0
farashi;DT;combi;25;;30,0;31,0;23,0;62,3900293255132;0,7777777777777778;26,0;31,0;31,0;31,0;1,1612903225806452;1,0
farashi;DT;combi;50;;45,0;46,0;37,0;65,61784897025171;0,7152777777777778;41,0;46,0;46,0;46,0;1,108695652173913;1,0
farashi;DT;combi;100;0,521608239255298;54,0;55,0;46,0;55,006587615283266;0,5602623456790123;35,0;55,0;55,0;55,0;1,3636363636363635;1,0
farashi;DT;combi;500;0,3921189728228752;135,0;144,0;116,0;56,99272133095663;0,5019473765688343;50,0;144,0;144,0;144,0;1,6527777777777777;2,0
farashi;DT;combi;1000;0,47065276760704366;173,0;185,0;148,0;55,98614459079576;0,5030758783027874;56,0;185,0;185,0;185,0;1,6972972972972973;2,0
farashi;DT;combi;2000;0,4314740475355343;194,0;208,0;167,0;55,920181763671664;0,4978090563213499;57,0;208,0;208,0;208,0;1,7259615384615385;2,0
farashi;DT;combi;depict;;87,0;87,0;83,0;60,64824730491898;0,7182656364693254;65,0;87,0;87,0;87,0;1,2528735632183907;1,0
farashi;KNN1;graphlet;25;;30,0;31,0;23,0;56,524926686217;0,7555555555555556;28,0;31,0;31,0;31,0;1,096774193548387;1,0
farashi;KNN1;graphlet;50;;45,0;46,0;37,0;57,093821510297495;0,6689814814814815;38,0;46,0;46,0;46,0;1,173913043478261;1,0
farashi;KNN1;graphlet;100;0,49309481368304897;54,0;55,0;46,0;57,91831357048748;0,5868827160493827;39,0;55,0;55,0;55,0;1,290909090909091;1,0
farashi;KNN1;graphlet;500;0,44094175270464825;135,0;144,0;116,0;59,1336155674391;0,5068444940275103;69,0;144,0;144,0;144,0;1,5208333333333333;2,0
farashi;KNN1;graphlet;1000;0,43593771583081475;173,0;185,0;148,0;55,62946795504935;0,4969734011973439;83,0;185,0;185,0;185,0;1,5513513513513513;2,0
farashi;KNN1;graphlet;2000;0,429285853680464;194,0;208,0;167,0;58,19705504232853;0,4931420245718225;69,0;208,0;208,0;208,0;1,6682692307692308;2,0
farashi;KNN1;graphlet;depict;;87,0;87,0;83,0;61,53351895480831;0,7116372945863725;66,0;87,0;87,0;87,0;1,2413793103448276;1,0
farashi;KNN1;normal;25;;30,0;31,0;23,0;59,457478005865106;0,7916666666666666;27,0;31,0;31,0;31,0;1,1290322580645162;1,0
farashi;KNN1;normal;50;;45,0;46,0;37,0;56,8459191456903;0,6537037037037037;41,0;46,0;46,0;46,0;1,108695652173913;1,0
farashi;KNN1;normal;100;0,5818287921229097;54,0;55,0;46,0;55,39525691699605;0,5671296296296297;43,0;55,0;55,0;55,0;1,2181818181818183;1,0
farashi;KNN1;normal;500;0,4194231004061687;135,0;144,0;116,0;54,08496732026145;0,5147252155145213;104,0;144,0;144,0;144,0;1,2777777777777777;1,0
farashi;KNN1;normal;1000;0,4789220965924274;173,0;185,0;148,0;59,59297145343657;0,522043160047007;71,0;185,0;185,0;185,0;1,6162162162162161;2,0
farashi;KNN1;normal;2000;0,447758928108468;194,0;208,0;167,0;60,078749860259975;0,5060944528937065;102,0;208,0;208,0;208,0;1,5096153846153846;2,0
farashi;KNN1;normal;depict;;87,0;87,0;83,0;68,31941172271007;0,7382721176325826;67,0;87,0;87,0;87,0;1,2298850574712643;1,0
farashi;KNN1;autoencode;25;;30,0;31,0;23,0;55,86510263929618;0,8194444444444444;29,0;31,0;31,0;31,0;1,064516129032258;1,0
farashi;KNN1;autoencode;50;;45,0;46,0;37,0;55,33943554538521;0,6430555555555556;38,0;46,0;46,0;46,0;1,173913043478261;1,0
farashi;KNN1;autoencode;100;0,5437392128568599;54,0;55,0;46,0;51,74571805006587;0,5108796296296296;35,0;55,0;55,0;55,0;1,3636363636363635;1,0
farashi;KNN1;autoencode;500;0,42310796391957955;135,0;144,0;116,0;61,58645276292335;0,5072489736714014;112,0;144,0;144,0;144,0;1,2222222222222223;1,0
