refset;algorithm;variation;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;KNN1;log;2000;0,5269190602825025;106,0;175,0;109,0;54,922905443061474;0,5031808557680779;50,0;175,0;175,0;175,0;1,7142857142857142;2,0
DeRycke;KNN1;log;depict;;42,0;46,0;44,0;65,72463768115942;0,7470205136318092;39,0;46,0;46,0;46,0;1,1521739130434783;1,0
DeRycke;KNN3;normal;25;;15,0;19,0;16,0;75,30364372469636;0,861111111111111;14,0;19,0;19,0;19,0;1,3157894736842106;1,0
DeRycke;KNN3;normal;50;;22,0;28,0;23,0;62,293956043956044;0,7031926406926406;17,0;28,0;28,0;28,0;1,4285714285714286;1,0
DeRycke;KNN3;normal;100;;29,0;36,0;29,0;53,703703703703695;0,6002612330198537;19,0;36,0;36,0;36,0;1,5833333333333333;1,0
DeRycke;KNN3;normal;500;0,45711721677035216;76,0;116,0;72,0;52,00727339033187;0,47823868346589404;29,0;116,0;116,0;116,0;1,9482758620689655;2,0
DeRycke;KNN3;normal;1000;0,43152235587202936;95,0;157,0;98,0;51,31323573548537;0,4676446484613975;20,0;157,0;157,0;157,0;2,2229299363057327;2,0
DeRycke;KNN3;normal;2000;0,5354387915195072;106,0;175,0;109,0;50,35363180382686;0,49474351059918104;24,0;175,0;175,0;175,0;2,142857142857143;2,0
DeRycke;KNN3;normal;depict;;42,0;46,0;44,0;76,26811594202898;0,7364868427991352;33,0;46,0;46,0;46,0;1,3478260869565217;1,0
DeRycke;KNN3;log;25;;15,0;19,0;16,0;66,19433198380567;0,7466666666666666;11,0;19,0;19,0;19,0;1,4210526315789473;1,0
DeRycke;KNN3;log;50;;22,0;28,0;23,0;64,6978021978022;0,739448051948052;23,0;28,0;28,0;28,0;1,25;1,0
DeRycke;KNN3;log;100;;29,0;36,0;29,0;57,80423280423281;0,5976489028213167;22,0;36,0;36,0;36,0;1,5277777777777777;1,0
DeRycke;KNN3;log;500;0,4152633845620065;76,0;116,0;72,0;53,91780461120792;0,4459122776116185;27,0;116,0;116,0;116,0;2,0258620689655173;2,0
DeRycke;KNN3;log;1000;0,4710227223005758;95,0;157,0;98,0;55,109213992730176;0,5191661091076585;28,0;157,0;157,0;157,0;2,1337579617834397;2,0
DeRycke;KNN3;log;2000;0,532412584089237;106,0;175,0;109,0;55,40070592606353;0,5120495743826069;32,0;175,0;175,0;175,0;2,165714285714286;2,0
DeRycke;KNN3;log;depict;;42,0;46,0;44,0;74,42028985507247;0,7165994304698623;34,0;46,0;46,0;46,0;1,326086956521739;1,0
DeRycke;KNN5;normal;25;;15,0;19,0;16,0;58,502024291497975;0,741111111111111;12,0;19,0;19,0;19,0;1,4210526315789473;1,0
DeRycke;KNN5;normal;50;;22,0;28,0;23,0;61,332417582417584;0,7386363636363636;21,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;KNN5;normal;100;;29,0;36,0;29,0;59,67813051146385;0,6541797283176592;19,0;36,0;36,0;36,0;1,6388888888888888;1,0
DeRycke;KNN5;normal;500;0,4904965721583415;76,0;116,0;72,0;55,075165120142636;0,46055951675714796;28,0;112,0;116,0;116,0;2,2413793103448274;2,0
DeRycke;KNN5;normal;1000;0,4571830192521502;95,0;157,0;98,0;53,16954013405809;0,46915056657623383;18,0;130,0;157,0;157,0;2,5031847133757963;2,0
DeRycke;KNN5;normal;2000;0,5286323623140194;106,0;175,0;109,0;52,15820174623816;0,5079972095610318;24,0;174,0;175,0;175,0;2,2742857142857145;2,0
DeRycke;KNN5;normal;depict;;42,0;46,0;44,0;75,59178743961353;0,7081553551653219;31,0;46,0;46,0;46,0;1,391304347826087;1,0
DeRycke;KNN5;log;25;;15,0;19,0;16,0;63,56275303643725;0,7455555555555555;13,0;19,0;19,0;19,0;1,3157894736842106;1,0
DeRycke;KNN5;log;50;;22,0;28,0;23,0;73,42032967032966;0,8022186147186148;22,0;28,0;28,0;28,0;1,25;1,0
DeRycke;KNN5;log;100;;29,0;36,0;29,0;56,525573192239854;0,5952455590386625;20,0;36,0;36,0;36,0;1,6666666666666667;1,0
DeRycke;KNN5;log;500;0,43470273776546386;76,0;116,0;72,0;51,91559625592609;0,44006355493562854;27,0;110,0;116,0;116,0;2,189655172413793;2,0
DeRycke;KNN5;log;1000;0,4802421943042508;95,0;157,0;98,0;58,515690132390695;0,49917345277914893;29,0;147,0;157,0;157,0;2,2738853503184715;2,0
DeRycke;KNN5;log;2000;0,5515508700550934;106,0;175,0;109,0;60,03589076723016;0,5363591130226303;33,0;172,0;175,0;175,0;2,3142857142857145;2,0
DeRycke;KNN5;log;depict;;42,0;46,0;44,0;77,11352657004831;0,6927701313083373;35,0;45,0;46,0;46,0;1,326086956521739;1,0
DeRycke;KNN7;normal;25;;15,0;19,0;16,0;58,50202429149797;0,6799999999999999;12,0;19,0;19,0;19,0;1,5263157894736843;1,0
DeRycke;KNN7;normal;50;;22,0;28,0;23,0;65,72802197802197;0,6926406926406926;19,0;28,0;28,0;28,0;1,4642857142857142;1,0
DeRycke;KNN7;normal;100;;29,0;36,0;29,0;56,4373897707231;0,5631661442006269;16,0;36,0;36,0;36,0;1,6666666666666667;2,0
DeRycke;KNN7;normal;500;0,5054378783838215;76,0;116,0;72,0;58,28183881032456;0,5069305293095566;26,0;94,0;116,0;116,0;2,456896551724138;2,0
DeRycke;KNN7;normal;1000;0,46226803379656994;95,0;157,0;98,0;52,62563777636976;0,47664385752615446;19,0;125,0;157,0;157,0;2,6878980891719744;3,0
DeRycke;KNN7;normal;2000;0,5037268690802578;106,0;175,0;109,0;54,05038082853427;0,48320388448371593;15,0;168,0;175,0;175,0;2,4914285714285715;3,0
DeRycke;KNN7;normal;depict;;42,0;46,0;44,0;79,95169082125604;0,7451550387596899;32,0;44,0;46,0;46,0;1,434782608695652;1,0
DeRycke;KNN7;log;25;;15,0;19,0;16,0;55,26315789473685;0,6822222222222223;11,0;19,0;19,0;19,0;1,4210526315789473;1,0
DeRycke;KNN7;log;50;;22,0;28,0;23,0;63,530219780219774;0,6958874458874459;17,0;28,0;28,0;28,0;1,5;1,0
DeRycke;KNN7;log;100;;29,0;36,0;29,0;62,808641975308646;0,6787878787878787;22,0;35,0;36,0;36,0;1,5833333333333333;1,0
DeRycke;KNN7;log;500;0,4638215690575658;76,0;116,0;72,0;49,51375663519592;0,44213776627906975;22,0;98,0;116,0;116,0;2,456896551724138;2,0
DeRycke;KNN7;log;1000;0,49058171707898607;95,0;157,0;98,0;58,73761963517524;0,515516355696479;23,0;127,0;157,0;157,0;2,605095541401274;3,0
DeRycke;KNN7;log;2000;0,5430805575097472;106,0;175,0;109,0;60,38662455879621;0,5306135543927831;29,0;163,0;175,0;175,0;2,3771428571428572;2,0
DeRycke;KNN7;log;depict;;42,0;46,0;44,0;75,0;0,6470066708854085;30,0;45,0;46,0;46,0;1,4565217391304348;1,0
DeRycke;KNN9;normal;25;;15,0;19,0;16,0;56,275303643724705;0,6522222222222223;11,0;19,0;19,0;19,0;1,5263157894736843;1,0
DeRycke;KNN9;normal;50;;22,0;28,0;23,0;59,065934065934066;0,6260822510822511;17,0;27,0;28,0;28,0;1,5714285714285714;1,0
DeRycke;KNN9;normal;100;;29,0;36,0;29,0;56,261022927689595;0,6061128526645768;16,0;35,0;36,0;36,0;1,6944444444444444;2,0
DeRycke;KNN9;normal;500;0,5334841258058033;76,0;116,0;72,0;55,72906114510313;0,5013730077561392;27,0;86,0;116,0;116,0;2,5517241379310347;2,0
DeRycke;KNN9;normal;1000;0,4694210393765814;95,0;157,0;98,0;52,80138059825925;0,4805586200872991;18,0;116,0;157,0;157,0;2,78343949044586;3,0
DeRycke;KNN9;normal;2000;0,5145122303047176;106,0;175,0;109,0;55,38472970462567;0,5074968648725204;21,0;163,0;175,0;175,0;2,4685714285714284;3,0
DeRycke;KNN9;normal;depict;;42,0;46,0;44,0;81,38888888888887;0,7612587670727207;34,0;44,0;46,0;46,0;1,391304347826087;1,0
DeRycke;KNN9;log;25;;15,0;19,0;16,0;54,25101214574899;0,6577777777777777;14,0;19,0;19,0;19,0;1,263157894736842;1,0
DeRycke;KNN9;log;50;;22,0;28,0;23,0;68,68131868131869;0,7159090909090909;19,0;28,0;28,0;28,0;1,4285714285714286;1,0
DeRycke;KNN9;log;100;;29,0;36,0;29,0;70,43650793650794;0,7701671891327064;24,0;35,0;36,0;36,0;1,5277777777777777;1,0
DeRycke;KNN9;log;500;0,43275063973441347;76,0;116,0;72,0;49,251387819603714;0,4273412189960766;20,0;86,0;116,0;116,0;2,603448275862069;2,5
DeRycke;KNN9;log;1000;0,47984910969315314;95,0;157,0;98,0;56,76543168706441;0,5096364505166486;23,0;123,0;157,0;157,0;2,6178343949044587;3,0
DeRycke;KNN9;log;2000;0,5291319533435069;106,0;175,0;109,0;59,723425599108296;0,5342722192555831;18,0;152,0;175,0;175,0;2,5942857142857143;3,0
DeRycke;KNN9;log;depict;;42,0;46,0;44,0;73,65942028985508;0,7011515846648737;32,0;46,0;46,0;46,0;1,3695652173913044;1,0
DeRycke;RF;normal;25;;15,0;19,0;16,0;68,0161943319838;0,8266666666666667;12,0;16,0;19,0;19,0;1,7894736842105263;1,0
DeRycke;RF;normal;50;;22,0;28,0;23,0;60,98901098901099;0,6737012987012987;14,0;25,0;27,0;28,0;2,0;1,5
DeRycke;RF;normal;100;;29,0;36,0;29,0;61,485890652557316;0,6543364681295715;16,0;29,0;34,0;36,0;2,4166666666666665;2,0
DeRycke;RF;normal;500;0,42054708268349084;76,0;116,0;72,0;58,03973013493252;0,43901316210522184;11,0;34,0;47,0;82,0;8,53448275862069;7,0
DeRycke;RF;normal;1000;0,4537130249441729;95,0;157,0;98,0;57,268316270383835;0,4927789736277338;5,0;27,0;44,0;82,0;15,248407643312103;10,0
DeRycke;RF;normal;2000;0,5290818803859035;106,0;175,0;109,0;60,6698866802898;0,5581602249983182;7,0;11,0;35,0;67,0;22,485714285714284;13,0
DeRycke;RF;normal;depict;;42,0;46,0;44,0;82,23429951690821;0,743843273743606;28,0;43,0;45,0;46,0;1,7391304347826086;1,0
DeRycke;RF;log;25;;15,0;19,0;16,0;68,0161943319838;0,8266666666666667;12,0;16,0;19,0;19,0;1,7894736842105263;1,0
DeRycke;RF;log;50;;22,0;28,0;23,0;62,5;0,6964285714285714;14,0;25,0;27,0;28,0;1,9642857142857142;1,5
DeRycke;RF;log;100;;29,0;36,0;29,0;61,33156966490299;0,6534482758620688;16,0;29,0;34,0;36,0;2,388888888888889;2,0
DeRycke;RF;log;500;0,4239804318131218;76,0;116,0;72,0;57,896389643016335;0,43713764967571744;10,0;33,0;47,0;82,0;8,551724137931034;7,0
DeRycke;RF;log;1000;0,45922668013951773;95,0;157,0;98,0;57,65581752092574;0,5027614074086543;6,0;29,0;48,0;80,0;15,203821656050955;10,0
DeRycke;RF;log;2000;0,525794536329259;106,0;175,0;109,0;61,15630689206761;0,5755305067814203;8,0;18,0;38,0;66,0;22,234285714285715;12,0
DeRycke;RF;log;depict;;42,0;46,0;44,0;82,30676328502415;0,7443969835996415;28,0;43,0;45,0;46,0;1,7173913043478262;1,0
farashi;LR;normal;25;;30,0;31,0;23,0;62,023460410557185;0,7388888888888889;22,0;30,0;30,0;31,0;1,4516129032258065;1,0
farashi;LR;normal;50;;45,0;46,0;37,0;74,12280701754386;0,7555555555555555;31,0;45,0;46,0;46,0;1,4782608695652173;1,0
farashi;LR;normal;100;0,3678776561129502;54,0;55,0;46,0;60,342555994729906;0,5029320987654321;20,0;47,0;53,0;55,0;2,381818181818182;2,0
farashi;LR;normal;500;0,4716760098021729;135,0;144,0;116,0;61,963796461345474;0,4583993645770943;19,0;54,0;72,0;110,0;8,402777777777779;5,5
farashi;LR;normal;1000;0,4759331380748115;173,0;185,0;148,0;63,29877539179866;0,4616750199466539;14,0;37,0;62,0;111,0;14,259459459459459;9,0
farashi;LR;normal;2000;0,48981700076584406;194,0;208,0;167,0;62,39240017480208;0,4833661397798143;9,0;26,0;46,0;81,0;21,966346153846153;15,0
farashi;LR;normal;depict;;87,0;87,0;83,0;79,28178767758978;0,7242302160104885;56,0;78,0;83,0;86,0;2,1264367816091956;1,0
farashi;LR;log;25;;30,0;31,0;23,0;65,6891495601173;0,7277777777777777;21,0;30,0;30,0;31,0;1,4516129032258065;1,0
farashi;LR;log;50;;45,0;46,0;37,0;53,928299008390546;0,4861111111111111;19,0;41,0;45,0;46,0;1,934782608695652;2,0
farashi;LR;log;100;0,3965042582689642;54,0;55,0;46,0;65,03293807641633;0,6188271604938271;27,0;44,0;52,0;54,0;2,3636363636363638;2,0
farashi;LR;log;500;0,4078749868716878;135,0;144,0;116,0;61,1226645540371;0,40906417146468277;13,0;39,0;70,0;104,0;7,958333333333333;6,0
farashi;LR;log;1000;0,41070748196378853;173,0;185,0;148,0;62,64433869085032;0,4284449673519351;15,0;33,0;55,0;102,0;13,675675675675675;9,0
farashi;LR;log;2000;0,45019835726194773;194,0;208,0;167,0;61,571522759840235;0,4543184859521389;10,0;21,0;42,0;72,0;22,04326923076923;16,0
farashi;LR;log;depict;;87,0;87,0;83,0;79,43528235882059;0,7401095963646084;59,0;76,0;85,0;86,0;2,1264367816091956;1,0
farashi;SVM;normal;25;;30,0;31,0;23,0;50,0;0,7833333333333333;31,0;31,0;31,0;31,0;1,0;1,0
farashi;SVM;normal;50;;45,0;46,0;37,0;50,0;0,6555555555555556;46,0;46,0;46,0;46,0;1,0;1,0
farashi;SVM;normal;100;0,34589239736298566;54,0;55,0;46,0;50,0;0,5740740740740741;55,0;55,0;55,0;55,0;1,0;1,0
farashi;SVM;normal;500;0,4643321900485903;135,0;144,0;116,0;49,72230474681456;0,5012205671133964;142,0;144,0;144,0;144,0;1,0138888888888888;1,0
farashi;SVM;normal;1000;0,4458939180077242;173,0;185,0;148,0;50,13807060318689;0,5065711855502241;182,0;185,0;185,0;185,0;1,0162162162162163;1,0
farashi;SVM;normal;2000;0,4503833892686444;194,0;208,0;167,0;50,37247070540769;0,5040737037205282;203,0;208,0;208,0;208,0;1,0240384615384615;1,0
farashi;SVM;normal;depict;;87,0;87,0;83,0;62,4687656171914;0,7469927826784283;86,0;87,0;87,0;87,0;1,0114942528735633;1,0
farashi;SVM;log;25;;30,0;31,0;23,0;69,20821114369501;0,7333333333333333;22,0;29,0;30,0;31,0;1,5161290322580645;1,0
farashi;SVM;log;50;;45,0;46,0;37,0;61,95652173913043;0,6046296296296296;24,0;43,0;45,0;46,0;1,7826086956521738;1,0
farashi;SVM;log;100;0,44210876269699795;54,0;55,0;46,0;65,97496706192358;0,6265432098765432;26,0;46,0;50,0;55,0;2,2545454545454544;2,0
farashi;SVM;log;500;0,4700097331629993;135,0;144,0;116,0;64,69247210668779;0,4984676545679761;22,0;56,0;81,0;110,0;7,472222222222222;5,0
farashi;SVM;log;1000;0,4666624432759231;173,0;185,0;148,0;65,70026453747384;0,49278893862392004;12,0;46,0;70,0;113,0;12,021621621621621;8,0
farashi;SVM;log;2000;0,4804377620780917;194,0;208,0;167,0;63,91178719879671;0,4938069177582606;5,0;26,0;42,0;81,0;20,447115384615383;15,0
farashi;SVM;log;depict;;87,0;87,0;83,0;78,47147854644106;0,7203006793022831;54,0;80,0;84,0;86,0;1,8735632183908046;1,0
farashi;DT;normal;25;;30,0;31,0;23,0;53,2991202346041;0,7499999999999999;26,0;31,0;31,0;31,0;1,1612903225806452;1,0
farashi;DT;normal;50;;45,0;46,0;37,0;58,428680396643784;0,6930555555555555;36,0;46,0;46,0;46,0;1,2173913043478262;1,0
farashi;DT;normal;100;0,41921667656961775;54,0;55,0;46,0;57,905138339920946;0,5761574074074074;35,0;55,0;55,0;55,0;1,3636363636363635;1,0
farashi;DT;normal;500;0,4619233070164489;135,0;144,0;116,0;60,97989700930877;0,48889824061195764;60,0;144,0;144,0;144,0;1,6805555555555556;2,0
farashi;DT;normal;1000;0,42606075092238216;173,0;185,0;148,0;60,367244320732695;0,5120820672940095;67,0;181,0;185,0;185,0;1,8432432432432433;2,0
farashi;DT;normal;2000;0,4487444993473548;194,0;208,0;167,0;60,232813246338814;0,523446445290678;64,0;195,0;208,0;208,0;1,9278846153846154;2,0
farashi;DT;normal;depict;;87,0;87,0;83,0;64,9496680231313;0,7279454818548645;66,0;87,0;87,0;87,0;1,2413793103448276;1,0
farashi;DT;log;25;;30,0;31,0;23,0;52,34604105571847;0,7361111111111112;24,0;31,0;31,0;31,0;1,2258064516129032;1,0
farashi;DT;log;50;;45,0;46,0;37,0;64,53089244851257;0,7546296296296297;40,0;46,0;46,0;46,0;1,1304347826086956;1,0
farashi;DT;log;100;0,3986447104094163;54,0;55,0;46,0;59,72332015810278;0,596604938271605;37,0;55,0;55,0;55,0;1,3272727272727274;1,0
farashi;DT;log;500;0,4697605941146939;135,0;144,0;116,0;62,003201954182344;0,5137086373487857;54,0;144,0;144,0;144,0;1,7222222222222223;2,0
farashi;DT;log;1000;0,44827672455661044;173,0;185,0;148,0;60,51125492985958;0,5226606395953104;64,0;181,0;185,0;185,0;1,8432432432432433;2,0
farashi;DT;log;2000;0,44094772759919704;194,0;208,0;167,0;58,48272813195524;0,49957391740322543;53,0;194,0;208,0;208,0;1,9903846153846154;2,0
farashi;DT;log;depict;;87,0;87,0;83,0;61,79767259227529;0,7114972760020877;67,0;87,0;87,0;87,0;1,2298850574712643;1,0
farashi;KNN1;normal;25;;30,0;31,0;23,0;63,34310850439883;0,8111111111111112;28,0;31,0;31,0;31,0;1,096774193548387;1,0
farashi;KNN1;normal;50;;45,0;46,0;37,0;59,935163996948894;0,6708333333333333;39,0;46,0;46,0;46,0;1,1521739130434783;1,0
farashi;KNN1;normal;100;0,4180099312452254;54,0;55,0;46,0;57,733860342555985;0,5784722222222222;38,0;55,0;55,0;55,0;1,309090909090909;1,0
farashi;KNN1;normal;500;0,4490009812809911;135,0;144,0;116,0;55,60197563874034;0,47994570844621004;43,0;144,0;144,0;144,0;1,7013888888888888;2,0
farashi;KNN1;normal;1000;0,43979378400534375;173,0;185,0;148,0;55,97143271561876;0,49696464102694515;55,0;185,0;185,0;185,0;1,7027027027027026;2,0
farashi;KNN1;normal;2000;0,44419642816170957;194,0;208,0;167,0;56,24790389950912;0,4944700313049621;56,0;208,0;208,0;208,0;1,7307692307692308;2,0
farashi;KNN1;normal;depict;;87,0;87,0;83,0;63,66102662954236;0,7348114310323612;67,0;87,0;87,0;87,0;1,2298850574712643;1,0
farashi;KNN1;log;25;;30,0;31,0;23,0;53,95894428152492;0,7305555555555556;25,0;31,0;31,0;31,0;1,1935483870967742;1,0
farashi;KNN1;log;50;;45,0;46,0;37,0;57,761250953470636;0,6481481481481481;37,0;46,0;46,0;46,0;1,1956521739130435;1,0
farashi;KNN1;log;100;0,3497793056616586;54,0;55,0;46,0;55,37549407114625;0,5627314814814814;37,0;55,0;55,0;55,0;1,3272727272727274;1,0
farashi;KNN1;log;500;0,4613814752589458;135,0;144,0;116,0;59,45484254307784;0,4992829392956031;60,0;144,0;144,0;144,0;1,5833333333333333;2,0
farashi;KNN1;log;1000;0,4408158850906321;173,0;185,0;148,0;59,543793729840246;0,49893711174129485;72,0;185,0;185,0;185,0;1,6108108108108108;2,0
farashi;KNN1;log;2000;0,4353490863414534;194,0;208,0;167,0;58,1614530930821;0,496986148722559;68,0;208,0;208,0;208,0;1,6730769230769231;2,0
farashi;KNN1;log;depict;;87,0;87,0;83,0;65,16741629185407;0,7348620816944794;68,0;87,0;87,0;87,0;1,2183908045977012;1,0
farashi;KNN3;normal;25;;30,0;31,0;23,0;64,66275659824048;0,7722222222222223;26,0;31,0;31,0;31,0;1,1935483870967742;1,0
farashi;KNN3;normal;50;;45,0;46,0;37,0;58,180778032036606;0,5842592592592593;29,0;46,0;46,0;46,0;1,391304347826087;1,0
farashi;KNN3;normal;100;0,44425911778852956;54,0;55,0;46,0;60,797101449275374;0,6188271604938272;35,0;54,0;55,0;55,0;1,490909090909091;1,0
farashi;KNN3;normal;500;0,5070339642557435;135,0;144,0;116,0;56,31560705090117;0,4869885808126636;34,0;144,0;144,0;144,0;2,013888888888889;2,0
farashi;KNN3;normal;1000;0,4561744876346516;173,0;185,0;148,0;56,00396460861576;0,48760616962407277;40,0;185,0;185,0;185,0;2,0432432432432432;2,0
farashi;KNN3;normal;2000;0,43226725011999356;194,0;208,0;167,0;54,8209358517028;0,47938787173742536;31,0;208,0;208,0;208,0;2,0240384615384617;2,0
farashi;KNN3;normal;depict;;87,0;87,0;83,0;69,35460841008066;0,7331789416292223;62,0;86,0;87,0;87,0;1,3448275862068966;1,0
farashi;KNN3;log;25;;30,0;31,0;23,0;51,02639296187683;0,675;22,0;30,0;31,0;31,0;1,3548387096774193;1,0
farashi;KNN3;log;50;;45,0;46,0;37,0;62,2425629290618;0,6671296296296296;33,0;46,0;46,0;46,0;1,3478260869565217;1,0
farashi;KNN3;log;100;0,334616472851767;54,0;55,0;46,0;54,09749670619236;0,5493827160493827;30,0;55,0;55,0;55,0;1,6;1,0
farashi;KNN3;log;500;0,4021888611510713;135,0;144,0;116,0;51,015877731564;0,46138365260368736;39,0;144,0;144,0;144,0;1,9097222222222223;2,0
farashi;KNN3;log;1000;0,41907813940832506;173,0;185,0;148,0;54,45914864519516;0,4827598105033743;35,0;185,0;185,0;185,0;1,9189189189189189;2,0
farashi;KNN3;log;2000;0,4535098467708278;194,0;208,0;167,0;58,96441837657653;0,5034552782524715;35,0;208,0;208,0;208,0;1,9615384615384615;2,0
farashi;KNN3;log;depict;;87,0;87,0;83,0;73,00992360962375;0,7374699278267842;67,0;85,0;87,0;87,0;1,3218390804597702;1,0
farashi;KNN5;normal;25;;30,0;31,0;23,0;53,00586510263929;0,725;23,0;31,0;31,0;31,0;1,2580645161290323;1,0
farashi;KNN5;normal;50;;45,0;46,0;37,0;58,84820747520977;0,612962962962963;28,0;45,0;46,0;46,0;1,4565217391304348;1,0
farashi;KNN5;normal;100;0,45475907534731064;54,0;55,0;46,0;62,52964426877471;0,6310956790123456;31,0;54,0;55,0;55,0;1,6181818181818182;1,0
farashi;KNN5;normal;500;0,4933661106602177;135,0;144,0;116,0;53,68162837525582;0,47942679417408945;31,0;143,0;144,0;144,0;2,1666666666666665;2,0
farashi;KNN5;normal;1000;0,4583357140899702;173,0;185,0;148,0;55,97730365172225;0,48026026300145186;40,0;184,0;185,0;185,0;2,2162162162162162;2,0
farashi;KNN5;normal;2000;0,4544804336646168;194,0;208,0;167,0;54,85024949947661;0,485633897614209;24,0;208,0;208,0;208,0;2,2211538461538463;2,0
farashi;KNN5;normal;depict;;87,0;87,0;83,0;70,9752266723781;0,7376115375313449;61,0;86,0;87,0;87,0;1,4252873563218391;1,0
farashi;KNN5;log;25;;30,0;31,0;23,0;66,20234604105572;0,7444444444444446;24,0;29,0;31,0;31,0;1,3548387096774193;1,0
farashi;KNN5;log;50;;45,0;46,0;37,0;63,61556064073227;0,6967592592592593;32,0;45,0;46,0;46,0;1,3695652173913044;1,0
farashi;KNN5;log;100;0,4504909034320799;54,0;55,0;46,0;60,78392621870883;0,6161265432098766;32,0;53,0;55,0;55,0;1,6;1,0
farashi;KNN5;log;500;0,42373660681075404;135,0;144,0;116,0;55,78105400409322;0,4705058837751943;35,0;142,0;144,0;144,0;2,0833333333333335;2,0
farashi;KNN5;log;1000;0,37978793284978135;173,0;185,0;148,0;51,744082441756866;0,4565213989728258;28,0;185,0;185,0;185,0;2,1135135135135137;2,0
farashi;KNN5;log;2000;0,44586133342877216;194,0;208,0;167,0;56,01098102584429;0,483960030385424;26,0;208,0;208,0;208,0;2,1538461538461537;2,0
farashi;KNN5;log;depict;;87,0;87,0;83,0;74,66980795316627;0,7230458921517462;61,0;83,0;87,0;87,0;1,4252873563218391;1,0
farashi;KNN7;normal;25;;30,0;31,0;23,0;52,93255131964809;0,7277777777777779;24,0;31,0;31,0;31,0;1,2580645161290323;1,0
farashi;KNN7;normal;50;;45,0;46,0;37,0;63,71090770404272;0,6699074074074075;30,0;46,0;46,0;46,0;1,4130434782608696;1,0
farashi;KNN7;normal;100;0,5419736581501288;54,0;55,0;46,0;60,652173913043484;0,6240740740740741;25,0;54,0;55,0;55,0;1,7636363636363637;2,0
farashi;KNN7;normal;500;0,4848060942686893;135,0;144,0;116,0;54,80086815871129;0,46177242856974426;26,0;134,0;144,0;144,0;2,3194444444444446;2,0
farashi;KNN7;normal;1000;0,4620198916974153;173,0;185,0;148,0;57,134430622802725;0,46123159778210404;40,0;168,0;185,0;185,0;2,3675675675675674;2,0
farashi;KNN7;normal;2000;0,45678137429859655;194,0;208,0;167,0;56,487081669156595;0,48116336473757826;26,0;207,0;208,0;208,0;2,3509615384615383;2,0
farashi;KNN7;normal;depict;;87,0;87,0;83,0;75,4015849218248;0,7548675021108863;60,0;84,0;87,0;87,0;1,4827586206896552;1,0
farashi;KNN7;log;25;;30,0;31,0;23,0;65,8357771260997;0,75;23,0;31,0;31,0;31,0;1,3225806451612903;1,0
farashi;KNN7;log;50;;45,0;46,0;37,0;65,2745995423341;0,6564814814814816;32,0;44,0;45,0;46,0;1,4782608695652173;1,0
farashi;KNN7;log;100;0,4426421073479897;54,0;55,0;46,0;61,88405797101449;0,6236882716049381;29,0;49,0;55,0;55,0;1,7636363636363637;1,0
farashi;KNN7;log;500;0,4308171281832142;135,0;144,0;116,0;55,21514161220043;0,45025394700710736;29,0;132,0;144,0;144,0;2,3055555555555554;2,0
farashi;KNN7;log;1000;0,3966262800573082;173,0;185,0;148,0;50,51968144991401;0,4593520636197146;31,0;183,0;185,0;185,0;2,281081081081081;2,0
farashi;KNN7;log;2000;0,44111014113754526;194,0;208,0;167,0;55,21811513562406;0,4575166725326531;22,0;200,0;208,0;208,0;2,3990384615384617;2,0
farashi;KNN7;log;depict;;87,0;87,0;83,0;74,7447704719069;0,7198403151691043;57,0;85,0;87,0;87,0;1,4482758620689655;1,0
farashi;KNN9;normal;25;;30,0;31,0;23,0;54,10557184750734;0,7166666666666668;23,0;30,0;31,0;31,0;1,3225806451612903;1,0
farashi;KNN9;normal;50;;45,0;46,0;37,0;59,89702517162472;0,6356481481481482;29,0;45,0;46,0;46,0;1,4565217391304348;1,0
farashi;KNN9;normal;100;0,4986362221656339;54,0;55,0;46,0;63,99868247694334;0,6493827160493827;31,0;53,0;55,0;55,0;1,6181818181818182;1,0
farashi;KNN9;normal;500;0,44764115037081176;135,0;144,0;116,0;54,49841552782729;0,43884093310646116;28,0;128,0;144,0;144,0;2,4027777777777777;2,0
farashi;KNN9;normal;1000;0,4766010618006441;173,0;185,0;148,0;56,08719376161236;0,46408402546867605;32,0;162,0;185,0;185,0;2,4756756756756757;3,0
farashi;KNN9;normal;2000;0,46651033333328035;194,0;208,0;167,0;52,67821300446152;0,48080402847328585;27,0;208,0;208,0;208,0;2,4086538461538463;3,0
farashi;KNN9;normal;depict;;87,0;87,0;83,0;75,95487970300564;0,7583372050593384;61,0;86,0;87,0;87,0;1,4022988505747127;1,0
farashi;KNN9;log;25;;30,0;31,0;23,0;62,096774193548384;0,7305555555555556;25,0;31,0;31,0;31,0;1,2580645161290323;1,0
farashi;KNN9;log;50;;45,0;46,0;37,0;61,899313501144185;0,625462962962963;30,0;43,0;46,0;46,0;1,565217391304348;1,0
farashi;KNN9;log;100;0,512399909458733;54,0;55,0;46,0;65,0790513833992;0,652854938271605;32,0;49,0;55,0;55,0;1,7272727272727273;1,0
farashi;KNN9;log;500;0,42267681722466893;135,0;144,0;116,0;55,309838581897395;0,423221522353292;20,0;123,0;144,0;144,0;2,5069444444444446;2,0
